web-scraper-order,web-scraper-start-url,heading,date,description,pagination,pagination-href
1520597722-408,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin 2016: the Year of a Different Rise,10-Dec-16,"It was like yesterday when it happened -- the bitcoin price shot up and broke the spot price of gold. Jumping in the air,...",42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597857-921,https://news.bitcoin.com/?s=bitcoin+government+bank,Interview: Impact of Demonetization on Ordinary Indians,10-Dec-16,"India's ongoing demonetization process has created chaos and inconvenience for many Indians, especially the country's middle and lower class.  The government's purpose is to scrap...",94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520597722-409,https://news.bitcoin.com/?s=bitcoin+government+bank,Following Demonetization India Is Changing Its Outlook On Bitcoin,9-Dec-16,"Indian Prime Minister Narendra Modi’s demonetization of 500 and 1,000 rupee banknotes has thrown India's economy and financial systems into turmoil. Local residents now struggle...",42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597722-410,https://news.bitcoin.com/?s=bitcoin+government+bank,Permissionless Bitcoin Creates Job Opportunities for Ex-Offenders,8-Dec-16,"Ex-offenders often face tremendous social and financial challenges after their incarceration. However, bitcoin can offer them new ways to reintegrate back into society.

Also read: Mainstreet Investment: A New...",42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597724-411,https://news.bitcoin.com/?s=bitcoin+government+bank,University Business School ESMT Berlin Now Accepting Bitcoin,7-Dec-16,The international business school ESMT Berlin has just announced it will be accepting bitcoin for tuition and degree certification. The school will be the...,43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520597857-922,https://news.bitcoin.com/?s=bitcoin+government+bank,Federal Reserve Report Says Private Ledgers Better Than Open,7-Dec-16,The U.S. Federal Reserve is showing strong interest in attributes of distributed ledger technology (DLT). The private central banking entity has just released a...,94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520598487-1155,https://news.bitcoin.com/?s=ethereum+government+bank,University Business School ESMT Berlin Now Accepting Bitcoin,7-Dec-16,The international business school ESMT Berlin has just announced it will be accepting bitcoin for tuition and degree certification. The school will be the...,8,https://news.bitcoin.com/page/8/?s=ethereum+government+bank
1520597724-412,https://news.bitcoin.com/?s=bitcoin+government+bank,Malaysia Bitcoin Trading Volumes Rise as Capital Controls Tighten,6-Dec-16,"Over the past few years, Malaysia has imposed tight regulations on money transmission, remittances, and other financial operations, effectively complicating international payments and trading...",43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520597857-923,https://news.bitcoin.com/?s=bitcoin+government+bank,Vietnam May See Virtual Currency Regulation Soon,6-Dec-16,"According to the regional Vietnam publication VNEconomy, the country’s authorities and financial ministries will be regulating virtual currencies in the near future.

Also read: Four...",94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520597724-414,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin’s Price Teasing Towards New Highs,5-Dec-16,The past two weeks has seen Bitcoin’s price value soaring to new levels since Bitcoin.com’s last price trend analysis. The fiat value per BTC...,43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520597724-415,https://news.bitcoin.com/?s=bitcoin+government+bank,New Banking Charters for US Fintech Startups Coming,5-Dec-16,"Regulators are planning for new banking licenses for fintech startups across the U.S., said Comptroller of the Currency, Thomas J. Curry last week. The measure...",43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520597724-413,https://news.bitcoin.com/?s=bitcoin+government+bank,Antonopoulos: Why Bitcoin Privacy is Understated,5-Dec-16,"On a London Real Academy interview hosted by founder and host Brian Rose, security expert and digital currency expert Andreas Antonopoulos emphasized the importance...",43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520597724-416,https://news.bitcoin.com/?s=bitcoin+government+bank,Four Countries Priming Bitcoin Demand Worldwide,4-Dec-16,"The global economy is currently facing an enormous shift as many countries are burdened with massive debt, resource shortages, and failing fiat currencies. A...",43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520597857-924,https://news.bitcoin.com/?s=bitcoin+government+bank,Inside Fintech Seoul Reveals Full Conference Program,3-Dec-16,"Rising Media, Bitcoin.com and 3DR Holdings recently announced the full program lineup for this year’s upcoming Inside Fintech event in Seoul at KINTEX. The event...",94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520597724-417,https://news.bitcoin.com/?s=bitcoin+government+bank,Finland’s Central Bank Explores Blockchain Technology,3-Dec-16,"Last week the Bank of Finland joined the growing list of worldwide central banks interested in blockchain technology. Finland’s central bank, collaborating with the Ministry...",43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520598472-1095,https://news.bitcoin.com/?s=ethereum+government+bank,Finland’s Central Bank Explores Blockchain Technology,3-Dec-16,"Last week the Bank of Finland joined the growing list of worldwide central banks interested in blockchain technology. Finland’s central bank, collaborating with the Ministry...",,
1520597724-418,https://news.bitcoin.com/?s=bitcoin+government+bank,Russian Tax Office Updates Legal Stance On Bitcoin,2-Dec-16,A Russian Federal Tax Service Letter released a few weeks ago spelled out issues – including an implied statement that cryptocurrencies are not illegal –...,43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520597724-420,https://news.bitcoin.com/?s=bitcoin+government+bank,Italian Referendum Could Send Global Investors to Bitcoin,1-Dec-16,"This year's Brexit vote caused turbulent economic times for European residents, as many sovereign currencies and stocks plunged. During this period, the British exit...",43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520597724-419,https://news.bitcoin.com/?s=bitcoin+government+bank,Local Chinese Government Helps Fund Blockchain Startup,1-Dec-16,The Chinese government has had a keen eye on distributed ledger technology for quite some time. Now the government of Nanjing City has granted a...,43,https://news.bitcoin.com/page/43/?s=bitcoin+government+bank
1520597857-925,https://news.bitcoin.com/?s=bitcoin+government+bank,"WikiLeaks Has Raised 4,000 BTC Since 2011",30-Nov-16,International whistleblowing organization WikiLeaks has published classified media and news leaks since it was founded in 2006. In 2011 – due to a payment blockade from...,94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520597857-926,https://news.bitcoin.com/?s=bitcoin+government+bank,An In-Depth Interview With Omni Layer’s Patrick Dugan,29-Nov-16,Bitcoin.com recently chatted with the Omni Foundation's Patrick Dugan about the project Omni Layer. Omni has launched another release cycle of the Omni Layer platform....,94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520597857-927,https://news.bitcoin.com/?s=bitcoin+government+bank,India Encourages ‘Mission Mode’ Digital Currency Adoption,28-Nov-16,India’s Finance Minister Arun Jaitley said this week that banks should embrace the digital age and get into “mission mode.” The country has been in...,94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520597727-421,https://news.bitcoin.com/?s=bitcoin+government+bank,Hong Kong Politicians Accept Bitcoin to Fund Court Appeal,27-Nov-16,"In order to continue their fight for democracy, two Hong Kong politicians are accepting bitcoin donations. Leung Chung-Hang and Yau Wai-Ching were disqualified by the High Court...",44,https://news.bitcoin.com/page/44/?s=bitcoin+government+bank
1520597857-928,https://news.bitcoin.com/?s=bitcoin+government+bank,Korea Steadily Becoming a Cryptocurrency and Fintech Hub,24-Nov-16,South Korea has become a hotbed for cryptocurrency and blockchain technology startups. Just recently the Korea Exchange launched its Korea Startup Market (KSM) based...,94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520597727-422,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitfinex Bail-In Versus Central Bank Bailouts,23-Nov-16,"Bitfinex's ""bail-in"" scheme after a major theft raised questions regarding its risk and fund management. What can we learn from the recent bail-in event? To...",44,https://news.bitcoin.com/page/44/?s=bitcoin+government+bank
1520597727-423,https://news.bitcoin.com/?s=bitcoin+government+bank,UBS Executive: ‘Bank Has Several Blockchain Pilots’,22-Nov-16,Switzerland-based financial services giant UBS is expanding into China with the opening of a new “Business Solution Centre”. According to a Shanghai Daily interview...,44,https://news.bitcoin.com/page/44/?s=bitcoin+government+bank
1520597727-424,https://news.bitcoin.com/?s=bitcoin+government+bank,UK Marketing Firm Goes Bitcoin as Industry Interest Surges,22-Nov-16,"UK digital marketing agency In Front Digital has begun accepting bitcoin as payment following an increase in interest from businesses in the sector.

Also read: Did...",44,https://news.bitcoin.com/page/44/?s=bitcoin+government+bank
1520597727-425,https://news.bitcoin.com/?s=bitcoin+government+bank,Dubai Legislation Committee Hosts Bitcoin Workshop,18-Nov-16,On November 20 the Supreme Legislation Committee in the Emirate of Dubai (SLC) will host a workshop on Bitcoin. The event will discuss the...,44,https://news.bitcoin.com/page/44/?s=bitcoin+government+bank
1520597857-929,https://news.bitcoin.com/?s=bitcoin+government+bank,IRS Demands Coinbase Records In Surprise Tax Probe,18-Nov-16,"Coinbase has received a surprise summons from the US Internal Revenue Service (IRS), with the agency demanding transaction records of all US users since...",94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520597727-426,https://news.bitcoin.com/?s=bitcoin+government+bank,India is Paying $900+ for Bitcoin Amid Cash Crisis,18-Nov-16,"Indians appear to be braving huge exchange spreads in a bid to accrue Bitcoin following demonetization of the two largest rupee cash bills. 

Also...",44,https://news.bitcoin.com/page/44/?s=bitcoin+government+bank
1520597857-930,https://news.bitcoin.com/?s=bitcoin+government+bank,"A Glimpse at Nodio, the Blockchain-Based Router",17-Nov-16,"A new device called Nodio has been recently announced that can run multiple decentralized applications (dApps), a Tor node, and other functionalities. Nodio is...",94,https://news.bitcoin.com/page/94/?s=bitcoin+government+bank
1520597859-931,https://news.bitcoin.com/?s=bitcoin+government+bank,Singapore Startup Designs a Blockchain KYC with IBM,16-Nov-16,"At this year’s Singapore FinTech Festival, the fintech startup KYCK! and IBM announced a collaboration involving a blockchain Know Your Customer (KYC) project. The Singapore-based...",95,https://news.bitcoin.com/page/95/?s=bitcoin+government+bank
1520597859-932,https://news.bitcoin.com/?s=bitcoin+government+bank,Botswana Blockchain Summit: An Interview with Alakanani Itireleng,15-Nov-16,"From 25-26 November, members of the global Bitcoin community will gather at the University of Botswana for the inaugural Botswana Blockchain Summit. Conference Founders,...",95,https://news.bitcoin.com/page/95/?s=bitcoin+government+bank
1520597727-429,https://news.bitcoin.com/?s=bitcoin+government+bank,Central Bank of Argentina Calls on the Bitcoin and Blockchain Community,14-Nov-16,"The Central Bank of Argentina and government representatives have asked the Bitcoin community to join efforts to eradicate financial exclusion, transform the financial industry,...",44,https://news.bitcoin.com/page/44/?s=bitcoin+government+bank
1520597727-427,https://news.bitcoin.com/?s=bitcoin+government+bank,Some Suggest Bitcoin As An Alternative for Zimbabwe,14-Nov-16,Zimbabwe has been shuddering all century from a failing economy that continually causes cash shortages and tumultuous market inflation. According to a recent editorial from...,44,https://news.bitcoin.com/page/44/?s=bitcoin+government+bank
